month,neighbourhood,price_mean
2018-11,Porta,37.473684210526315
2018-11,Provençals del Poblenou,66.57
2018-11,Sant Andreu,40.5
2018-11,Sant Andreu de Palomar,229.90243902439025
2018-11,Sant Antoni,189.17581047381546
2018-11,Sant Genís dels Agudells,45.25
2018-11,Sant Gervasi - Galvany,118.60677966101694
2018-11,Sant Gervasi - la Bonanova,67.88372093023256
2018-11,Sant Martí,66.57142857142857
2018-11,Sant Martí de Provençals,44.77647058823529
2018-11,Sant Pere/Santa Caterina,73.51129363449692
2018-11,Sants-Montjuïc,77.67302452316076
2018-11,Sarrià,78.75
2018-11,Sarrià-Sant Gervasi,108.33333333333333
2018-11,Torre Baró,36.75
2018-11,Trinitat Nova,30.25
2018-11,Turó de la Peira - Can Peguera,35.391304347826086
2018-11,Vallcarca i els Penitents,68.55855855855856
2018-11,Verdum - Los Roquetes,33.8421052631579
2018-11,Vila de Gràcia,92.42696629213484
